title_length,text_length,sentiment_score,sentiment_label
11,208,0.0,neutral
12,650,-0.516,negative
11,0,0.9377,positive
12,0,-0.5983,negative
13,0,-0.9265,negative
23,619,-0.8316,negative
12,20,-0.8868,negative
22,201,0.0,neutral
13,842,0.717,positive
11,0,0.0,neutral
15,16,-0.372,negative
15,94,-0.7717,negative
14,21,0.6597,positive
21,0,-0.5622,negative
20,0,-0.6239,negative
12,236,-0.6633,negative
24,30,-0.8779,negative
24,0,-0.4215,negative
9,0,0.2714,positive
8,24,0.0,neutral
10,317,0.0,neutral
10,67,0.0,neutral
11,663,-0.4753,negative
15,29,0.0688,positive
19,89,0.0,neutral
17,159,0.5622,positive
16,231,-0.897,negative
12,298,-0.3182,negative
16,445,0.0,neutral
15,550,0.0688,positive
18,0,-0.7525,negative
14,171,-0.3885,negative
14,21,-0.0343,neutral
15,105,-0.6969,negative
13,41,-0.25,negative
12,100,0.6476,positive
10,116,-0.5904,negative
17,0,0.2942,positive
14,257,-0.5707,negative
10,0,-0.7804,negative
14,20,0.2263,positive
10,0,0.0,neutral
23,320,-0.1779,negative
7,529,0.0,neutral
17,262,-0.836,negative
10,0,0.0,neutral
10,0,0.0,neutral
13,43,0.7027,positive
13,116,0.7184,positive
18,333,0.0,neutral
15,404,0.0,neutral
13,25,-0.6616,negative
15,47,0.7398,positive
27,176,-0.9186,negative
19,223,-0.3612,negative
13,323,0.4404,positive
15,205,0.0,neutral
19,327,0.0,neutral
21,0,-0.2404,negative
20,452,0.2023,positive
15,14,-0.0772,negative
15,704,0.5319,positive
13,94,-0.6037,negative
17,718,-0.4466,negative
19,208,-0.5904,negative
17,0,0.0,neutral
13,0,-0.7019,negative
13,0,0.0,neutral
17,16,0.2638,positive
17,130,0.3182,positive
17,454,0.4648,positive
12,72,0.0,neutral
9,132,0.0,neutral
22,383,-0.5562,negative
9,0,-0.6514,negative
26,129,0.0,neutral
19,68,0.7667,positive
16,0,0.8327,positive
12,411,-0.7614,negative
15,105,0.0,neutral
15,0,-0.6808,negative
18,31,-0.8384,negative
10,697,-0.4466,negative
14,0,0.6027,positive
13,0,0.0,neutral
14,78,-0.5319,negative
18,264,0.3595,positive
12,6,-0.2885,negative
32,205,0.6597,positive
14,61,-0.7944,negative
10,57,0.5743,positive
12,937,-0.5423,negative
14,0,0.5893,positive
18,376,0.0,neutral
20,602,-0.2263,negative
13,98,0.9146,positive
22,46,-0.3818,negative
11,446,0.4019,positive
16,283,-0.1007,negative
13,147,-0.4404,negative
13,309,0.4926,positive
15,178,-0.6705,negative
18,111,-0.0923,negative
19,463,0.4588,positive
13,0,-0.6633,negative
12,353,-0.4824,negative
17,163,0.0,neutral
12,299,-0.1027,negative
13,464,-0.5719,negative
13,241,0.128,positive
12,570,0.7111,positive
17,558,-0.5473,negative
17,280,0.7027,positive
14,676,-0.4389,negative
19,317,0.6124,positive
13,156,-0.1613,negative
16,670,0.3382,positive
16,148,-0.3164,negative
19,0,-0.8236,negative
16,260,0.6552,positive
15,41,-0.34,negative
12,40,-0.6249,negative
14,43,0.4389,positive
21,61,0.4939,positive
22,324,0.296,positive
16,260,0.0,neutral
19,0,-0.34,negative
16,48,-0.6633,negative
11,171,0.5893,positive
16,490,-0.5106,negative
17,0,0.4069,positive
18,406,0.0,neutral
11,0,0.7519,positive
20,420,-0.2263,negative
19,860,0.3367,positive
16,428,-0.3818,negative
14,252,0.4404,positive
11,1975,-0.4278,negative
15,0,-0.3869,negative
21,176,-0.516,negative
20,201,0.0,neutral
10,422,-0.4211,negative
14,2,-0.5104,negative
21,564,-0.5719,negative
18,0,-0.7351,negative
12,35,0.0,neutral
13,524,-0.5904,negative
13,230,0.2263,positive
14,519,0.34,positive
14,270,0.0,neutral
15,142,-0.5837,negative
11,476,0.0,neutral
12,0,0.0,neutral
12,276,-0.628,negative
12,332,-0.4753,negative
15,243,0.2942,positive
11,0,0.4278,positive
17,0,0.0,neutral
14,428,-0.807,negative
11,0,0.0,neutral
10,307,0.0,neutral
32,108,-0.8143,negative
15,180,0.0,neutral
11,132,0.0,neutral
19,857,0.7964,positive
12,109,0.0,neutral
11,508,0.0,neutral
23,12,0.5893,positive
10,92,-0.6633,negative
14,254,0.0,neutral
15,354,-0.8176,negative
14,40,0.0,neutral
18,145,0.0,neutral
21,235,0.5147,positive
10,37,-0.3612,negative
25,0,0.0,neutral
16,415,0.0,neutral
13,0,0.5319,positive
14,22,0.9199,positive
18,270,-0.3164,negative
23,814,-0.7906,negative
18,83,0.6166,positive
13,2,-0.7184,negative
11,598,-0.3802,negative
16,403,0.7027,positive
12,78,0.4939,positive
15,3,0.0,neutral
12,0,0.0,neutral
17,21,0.5994,positive
13,1,-0.8087,negative
14,184,-0.296,negative
12,541,-0.5319,negative
21,254,0.5487,positive
14,1813,0.6399,positive
19,48,0.4995,positive
22,236,0.784,positive
9,211,-0.2558,negative
14,306,0.5859,positive
13,66,0.7027,positive
12,451,-0.4824,negative
14,76,0.5893,positive
13,617,-0.628,negative
20,333,-0.2268,negative
9,0,-0.5574,negative
22,191,-0.743,negative
14,26,0.0,neutral
11,41,0.0,neutral
14,700,-0.1923,negative
18,73,0.0,neutral
13,24,0.837,positive
15,429,0.0,neutral
13,6,0.0,neutral
16,289,-0.1531,negative
12,845,-0.743,negative
17,741,0.4939,positive
12,0,0.0,neutral
15,33,-0.3382,negative
17,175,-0.8442,negative
18,672,0.25,positive
9,0,0.0,neutral
14,41,0.0,neutral
12,33,-0.0,neutral
19,38,-0.3435,negative
12,7,0.0,neutral
21,398,0.7027,positive
16,13,-0.2103,negative
12,0,0.5622,positive
12,0,0.1511,positive
13,994,0.561,positive
16,230,0.5256,positive
8,217,0.0,neutral
8,0,0.3818,positive
13,141,-0.1027,negative
12,0,0.5859,positive
12,0,0.0,neutral
13,158,-0.7579,negative
13,617,0.4019,positive
26,437,-0.1779,negative
12,91,0.0,neutral
15,144,-0.128,negative
13,311,-0.5574,negative
10,5,0.4404,positive
22,188,-0.368,negative
14,0,0.0,neutral
23,604,-0.5267,negative
22,257,-0.8481,negative
15,194,0.3382,positive
11,0,-0.4939,negative
23,566,0.7506,positive
21,28,0.0,neutral
22,1900,-0.4824,negative
16,0,0.5622,positive
20,37,0.6523,positive
17,0,0.6071,positive
24,330,-0.2924,negative
14,239,0.0,neutral
14,166,0.126,positive
12,0,0.7783,positive
14,305,0.4019,positive
22,1645,0.2023,positive
11,24,0.6027,positive
11,295,-0.628,negative
14,205,0.0,neutral
16,31,0.656,positive
16,117,-0.3595,negative
10,138,0.0,neutral
18,413,-0.1429,negative
19,769,0.5719,positive
13,183,-0.2732,negative
9,0,-0.0173,neutral
16,0,-0.8034,negative
21,382,-0.7861,negative
15,133,-0.68,negative
9,122,0.7027,positive
11,140,0.0,neutral
17,518,0.3034,positive
12,262,0.0,neutral
16,2,-0.5267,negative
11,144,-0.4019,negative
11,210,-0.6633,negative
15,0,0.2656,positive
27,281,-0.7269,negative
19,2,-0.5719,negative
16,127,0.0,neutral
19,487,-0.296,negative
13,198,-0.1759,negative
13,19,0.7456,positive
13,0,0.1593,positive
11,0,0.5754,positive
10,108,-0.6249,negative
11,19,0.0,neutral
14,319,0.4436,positive
17,53,0.5893,positive
10,156,0.0,neutral
8,263,0.0,neutral
18,61,-0.1027,negative
21,204,-0.25,negative
10,2,-0.5893,negative
25,114,-0.7184,negative
18,205,-0.8192,negative
11,331,-0.7469,negative
6,57,-0.6625,negative
17,501,0.5473,positive
15,137,0.1177,positive
18,381,0.4753,positive
13,0,0.0,neutral
20,469,-0.7066,negative
12,223,-0.907,negative
20,577,-0.561,negative
15,14,-0.7603,negative
23,845,-0.8192,negative
20,0,0.5659,positive
13,0,-0.5267,negative
11,233,0.5106,positive
14,135,-0.2422,negative
16,29,-0.9635,negative
12,180,0.3818,positive
19,118,-0.5423,negative
11,213,0.1943,positive
17,19,-0.6841,negative
16,82,-0.7003,negative
13,80,0.5859,positive
11,0,0.4574,positive
17,156,0.8252,positive
24,204,0.4199,positive
25,724,0.0,neutral
16,19,-0.5562,negative
12,217,-0.3034,negative
11,103,0.6289,positive
10,0,0.0,neutral
8,271,-0.4648,negative
15,29,-0.2263,negative
16,587,-0.5562,negative
12,232,-0.6289,negative
19,502,-0.6448,negative
18,1812,0.2185,positive
18,71,-0.6369,negative
25,442,0.6399,positive
14,593,-0.5423,negative
14,352,0.1265,positive
12,26,-0.5972,negative
31,798,0.6155,positive
17,99,0.4019,positive
18,85,-0.4939,negative
16,338,0.296,positive
18,194,-0.296,negative
15,103,0.628,positive
12,40,-0.8868,negative
17,831,0.2023,positive
16,540,0.516,positive
14,90,0.0,neutral
14,0,0.5255,positive
17,289,0.0,neutral
15,53,0.6037,positive
15,349,-0.5766,negative
13,0,0.0,neutral
12,1341,0.2244,positive
10,0,-0.34,negative
18,644,-0.7556,negative
13,0,0.7944,positive
12,139,0.0,neutral
13,165,-0.3595,negative
13,70,0.4574,positive
13,348,0.4278,positive
10,0,0.0,neutral
10,482,-0.7096,negative
9,75,0.0,neutral
13,69,0.8412,positive
9,359,-0.4404,negative
19,170,0.0,neutral
13,0,0.0,neutral
10,0,0.4559,positive
11,0,-0.7531,negative
25,196,0.5557,positive
14,0,-0.3182,negative
19,71,-0.128,negative
13,244,0.25,positive
19,367,0.5411,positive
12,783,-0.4442,negative
14,96,-0.0601,negative
15,327,0.4767,positive
11,605,-0.5319,negative
21,629,-0.5983,negative
14,189,0.4995,positive
8,366,-0.4466,negative
16,288,-0.7003,negative
19,338,-0.5255,negative
12,350,0.0,neutral
17,273,0.0,neutral
11,9,-0.5684,negative
22,739,-0.2023,negative
14,165,0.0,neutral
18,502,-0.7525,negative
10,15,-0.5837,negative
26,688,-0.8455,negative
11,442,0.0,neutral
20,376,-0.6932,negative
13,0,0.6027,positive
20,889,0.2732,positive
16,102,0.0,neutral
9,825,-0.4084,negative
33,510,-0.8602,negative
16,36,0.0,neutral
15,0,-0.3453,negative
11,22,-0.6166,negative
10,413,-0.34,negative
14,34,-0.5267,negative
22,81,-0.7065,negative
17,152,-0.8519,negative
18,255,-0.8034,negative
9,0,0.854,positive
16,0,0.5904,positive
24,1748,0.2342,positive
13,61,0.0,neutral
16,32,-0.5562,negative
18,284,-0.2023,negative
12,0,0.0,neutral
21,214,0.5551,positive
10,202,0.5147,positive
23,426,-0.8797,negative
16,126,0.0,neutral
22,253,0.0,neutral
12,330,-0.6775,negative
21,267,0.7579,positive
20,76,-0.34,negative
14,68,-0.5984,negative
18,114,-0.7531,negative
7,265,-0.4389,negative
14,960,-0.9055,negative
15,221,0.2732,positive
15,1160,0.4263,positive
13,34,0.7027,positive
10,90,0.0,neutral
13,275,0.0,neutral
11,0,-0.2714,negative
11,213,0.0,neutral
14,43,-0.5267,negative
18,199,-0.2481,negative
17,51,0.0,neutral
15,323,-0.5106,negative
18,24,-0.636,negative
28,404,-0.8941,negative
19,761,-0.6124,negative
17,0,0.0,neutral
12,394,0.1943,positive
13,18,0.1091,positive
14,80,0.0,neutral
14,306,-0.0688,negative
12,135,-0.4981,negative
12,161,0.0,neutral
14,28,-0.2577,negative
20,184,-0.4648,negative
15,118,-0.6166,negative
12,44,0.0,neutral
18,0,0.2225,positive
15,46,-0.6588,negative
10,144,-0.8668,negative
17,1028,0.745,positive
10,315,0.0,neutral
12,256,0.1759,positive
15,456,0.5106,positive
12,346,0.628,positive
18,185,0.4278,positive
15,383,0.5859,positive
20,198,-0.6037,negative
14,196,-0.4995,negative
16,661,-0.296,negative
12,87,-0.5893,negative
23,249,0.347,positive
17,69,0.0,neutral
15,128,-0.2003,negative
17,0,0.1596,positive
18,801,-0.7739,negative
17,0,-0.636,negative
14,442,0.4019,positive
12,395,0.3766,positive
13,158,-0.5766,negative
13,1149,0.8728,positive
19,167,0.7597,positive
26,794,0.0,neutral
16,37,0.8537,positive
12,0,-0.1869,negative
17,320,0.0,neutral
14,41,-0.2808,negative
14,305,-0.6523,negative
17,204,-0.3542,negative
22,0,0.0,neutral
20,368,-0.1027,negative
15,8,-0.4404,negative
23,291,0.5994,positive
17,0,-0.6908,negative
15,876,-0.8038,negative
17,190,0.0,neutral
16,0,0.6249,positive
16,276,0.0,neutral
13,375,0.0,neutral
12,292,-0.3016,negative
15,59,0.7983,positive
9,50,-0.5837,negative
12,176,-0.5267,negative
10,237,-0.25,negative
14,326,-0.6289,negative
16,201,0.0,neutral
9,24,-0.5893,negative
10,232,0.6523,positive
23,189,-0.5267,negative
13,260,-0.8561,negative
20,255,-0.656,negative
16,279,0.0,neutral
11,31,0.6369,positive
17,118,0.5893,positive
11,0,-0.6289,negative
15,0,-0.5661,negative
9,0,-0.6731,negative
18,84,-0.3612,negative
22,12,-0.4184,negative
13,28,0.3382,positive
21,55,-0.7877,negative
20,841,-0.7369,negative
20,138,-0.8885,negative
15,791,0.694,positive
18,380,0.2714,positive
16,171,-0.7371,negative
13,197,0.3309,positive
18,104,0.1926,positive
14,356,0.0,neutral
14,60,0.6588,positive
20,643,0.0,neutral
18,874,-0.3182,negative
10,250,-0.6369,negative
19,77,-0.4084,negative
12,169,0.1007,positive
21,247,-0.8481,negative
16,80,0.3612,positive
18,356,-0.516,negative
12,107,-0.7003,negative
21,1567,0.6588,positive
11,633,0.0,neutral
10,66,0.2263,positive
12,213,-0.6166,negative
14,213,-0.6514,negative
14,251,-0.5622,negative
11,121,0.5382,positive
15,294,-0.7184,negative
9,270,-0.794,negative
22,553,-0.4927,negative
18,62,-0.8091,negative
14,247,0.4404,positive
22,527,-0.6597,negative
12,34,0.0,neutral
10,218,-0.4824,negative
26,1305,0.4084,positive
9,356,0.0,neutral
12,18,-0.6705,negative
13,0,-0.7734,negative
20,333,0.0,neutral
19,447,0.8283,positive
16,0,0.561,positive
8,20,-0.0923,negative
15,275,-0.1511,negative
15,256,0.516,positive
10,279,0.4215,positive
11,307,0.0,neutral
7,195,0.481,positive
7,0,0.7027,positive
18,1052,-0.2656,negative
18,82,0.34,positive
15,643,-0.3328,negative
14,735,-0.6514,negative
12,371,0.0,neutral
11,272,-0.5267,negative
15,336,0.7125,positive
13,482,0.5473,positive
20,257,-0.8402,negative
20,373,-0.7845,negative
16,88,0.0,neutral
15,902,-0.7555,negative
14,0,0.0,neutral
16,75,0.126,positive
12,1480,-0.6597,negative
13,0,0.516,positive
7,442,0.6166,positive
13,325,-0.9141,negative
18,309,-0.7003,negative
20,138,0.0,neutral
15,532,0.2083,positive
14,0,0.6249,positive
23,270,0.0,neutral
17,532,0.3034,positive
14,0,0.0,neutral
19,905,-0.7734,negative
14,449,-0.5894,negative
15,136,0.5719,positive
12,456,-0.8374,negative
12,21,-0.2244,negative
13,353,0.0258,neutral
11,500,-0.6661,negative
15,731,-0.5859,negative
13,177,0.6523,positive
9,265,-0.3182,negative
12,366,-0.4278,negative
16,257,-0.3182,negative
15,0,0.0,neutral
15,254,0.0,neutral
12,560,-0.6705,negative
28,319,-0.4767,negative
29,532,-0.2732,negative
19,283,0.4833,positive
22,7,0.1531,positive
16,0,0.0,neutral
21,13,-0.25,negative
12,172,0.0,neutral
24,492,0.7597,positive
16,839,-0.6625,negative
10,42,-0.0258,neutral
11,164,0.2924,positive
17,0,0.1027,positive
14,0,-0.5754,negative
22,141,-0.4466,negative
14,321,0.0,neutral
19,284,-0.8481,negative
17,0,0.128,positive
22,0,-0.2808,negative
20,2534,0.0,neutral
16,227,-0.6417,negative
19,264,-0.1923,negative
21,202,-0.4881,negative
9,160,0.0,neutral
14,14,-0.3034,negative
24,423,0.8948,positive
12,132,-0.7506,negative
13,180,0.0,neutral
15,0,-0.7667,negative
23,158,-0.7318,negative
21,998,-0.6841,negative
19,226,0.0,neutral
14,369,-0.6514,negative
15,449,-0.5319,negative
14,301,-0.6408,negative
13,86,-0.0943,negative
14,245,-0.3664,negative
21,0,-0.2942,negative
19,15,0.3182,positive
9,23,0.0,neutral
26,74,0.7027,positive
15,0,-0.5267,negative
14,160,0.0,neutral
23,555,-0.8233,negative
21,362,0.0,neutral
20,145,-0.6739,negative
23,1247,-0.3182,negative
13,137,0.0516,positive
14,0,0.0258,neutral
16,454,0.5461,positive
13,148,0.6739,positive
26,972,0.5267,positive
32,342,-0.8109,negative
15,374,-0.4588,negative
11,0,0.0,neutral
18,27,-0.5904,negative
15,0,0.4086,positive
17,33,0.1449,positive
17,1577,0.8767,positive
20,432,0.1263,positive
22,674,0.7096,positive
18,0,0.3885,positive
14,246,0.2342,positive
9,67,-0.3595,negative
13,22,-0.8986,negative
23,261,-0.6841,negative
15,0,0.0688,positive
11,323,-0.0258,neutral
11,425,-0.3818,negative
24,303,-0.3326,negative
13,413,-0.4149,negative
15,269,0.0,neutral
24,72,-0.6037,negative
13,86,0.8034,positive
13,241,0.3254,positive
18,48,-0.8208,negative
11,0,-0.6597,negative
26,440,-0.7184,negative
22,513,0.0,neutral
14,972,-0.1739,negative
15,113,0.0,neutral
17,262,0.0,neutral
22,144,-0.7783,negative
16,78,0.0,neutral
26,157,0.729,positive
19,354,0.9173,positive
13,0,0.0,neutral
17,141,0.0,neutral
19,1314,0.6408,positive
14,306,0.4215,positive
15,0,-0.0516,negative
30,205,-0.3629,negative
17,262,0.0,neutral
15,832,0.0,neutral
16,603,0.0,neutral
13,179,0.9222,positive
22,468,0.7845,positive
14,238,-0.8633,negative
15,444,0.0,neutral
23,357,0.5106,positive
15,492,0.5562,positive
17,128,0.7184,positive
22,100,-0.7925,negative
37,495,-0.8331,negative
12,148,0.4263,positive
14,434,0.0,neutral
12,342,0.0,neutral
14,340,-0.7506,negative
16,288,0.0,neutral
14,280,0.0,neutral
12,87,-0.1449,negative
17,280,-0.125,negative
14,16,0.561,positive
12,36,0.1677,positive
12,7,0.6114,positive
11,19,0.7371,positive
21,483,0.3612,positive
16,255,0.8208,positive
16,633,-0.4466,negative
18,206,0.3818,positive
26,883,-0.4939,negative
19,107,0.5719,positive
14,696,0.0,neutral
26,199,0.4019,positive
19,161,0.3818,positive
13,137,0.5319,positive
14,187,-0.4648,negative
8,109,-0.6476,negative
18,21,-0.3818,negative
21,531,0.4588,positive
16,112,-0.6166,negative
18,273,0.2263,positive
14,337,0.6588,positive
16,548,0.0,neutral
10,41,0.2808,positive
20,242,-0.2023,negative
9,55,-0.2789,negative
28,433,-0.8442,negative
16,38,0.0,neutral
19,295,-0.34,negative
12,348,-0.4995,negative
15,26,0.0516,positive
12,279,0.4019,positive
12,172,-0.4824,negative
12,370,0.4215,positive
8,168,0.0,neutral
13,46,-0.7667,negative
10,184,-0.4404,negative
10,35,0.0,neutral
21,193,-0.7531,negative
13,70,-0.368,negative
11,203,-0.296,negative
20,835,-0.6597,negative
13,41,0.4215,positive
23,1103,0.8602,positive
11,275,-0.5574,negative
20,273,-0.3612,negative
19,1377,-0.5319,negative
11,210,0.0772,positive
14,36,-0.2924,negative
15,134,0.0,neutral
17,141,0.8779,positive
13,227,-0.8613,negative
13,65,0.2732,positive
14,56,0.4926,positive
13,850,0.0,neutral
12,437,0.0,neutral
20,643,0.8143,positive
19,280,0.34,positive
11,18,0.0,neutral
16,229,0.0,neutral
17,21,0.0,neutral
9,318,-0.2732,negative
18,338,-0.7456,negative
21,246,0.145,positive
14,45,-0.3302,negative
23,271,0.7027,positive
11,245,-0.8331,negative
10,126,0.0,neutral
12,131,0.0,neutral
11,57,0.0,neutral
12,143,0.1511,positive
10,80,0.3164,positive
11,378,-0.128,negative
15,679,0.0688,positive
17,313,-0.7959,negative
10,26,0.6027,positive
26,442,-0.7906,negative
15,224,0.4574,positive
13,16,0.4753,positive
24,427,-0.7034,negative
14,962,0.1111,positive
10,911,-0.6249,negative
13,71,0.7118,positive
22,346,0.4019,positive
18,121,0.0,neutral
14,979,0.0,neutral
17,51,-0.5994,negative
17,556,-0.8425,negative
17,364,0.8481,positive
14,3,-0.6697,negative
13,244,0.0,neutral
15,19,-0.7823,negative
24,878,-0.7579,negative
12,25,-0.8172,negative
14,402,0.5574,positive
19,410,0.0,neutral
24,38,0.0,neutral
18,457,0.1531,positive
13,363,-0.5423,negative
20,467,-0.9087,negative
13,95,-0.4019,negative
20,104,-0.4588,negative
18,101,0.3612,positive
27,81,0.5719,positive
10,275,0.0,neutral
21,240,-0.9147,negative
18,44,0.0,neutral
16,166,0.4648,positive
30,1065,-0.9304,negative
12,43,-0.1759,negative
12,529,0.7027,positive
8,197,-0.7729,negative
17,311,0.5707,positive
13,355,0.0258,neutral
18,281,0.0,neutral
17,30,-0.3802,negative
14,236,-0.34,negative
17,38,0.0772,positive
14,44,0.0,neutral
23,877,0.296,positive
14,308,-0.8056,negative
12,374,-0.4019,negative
16,383,-0.4939,negative
13,58,-0.1759,negative
14,79,0.481,positive
16,24,0.0,neutral
24,704,0.3975,positive
14,45,-0.34,negative
19,791,-0.7456,negative
23,705,-0.0857,negative
20,265,-0.8052,negative
17,270,0.0,neutral
23,183,-0.4648,negative
13,261,-0.4278,negative
12,93,0.0,neutral
9,42,0.0,neutral
19,287,-0.9317,negative
13,463,-0.1613,negative
16,401,0.0,neutral
9,21,0.729,positive
15,394,0.7284,positive
15,43,-0.4404,negative
14,104,-0.5319,negative
21,213,-0.873,negative
26,269,0.6289,positive
20,152,0.0,neutral
12,40,0.1511,positive
11,214,-0.0516,negative
10,48,0.54,positive
14,450,0.0,neutral
17,281,0.4003,positive
21,206,-0.6766,negative
11,60,0.0,neutral
14,221,-0.2732,negative
12,28,0.6166,positive
14,170,0.0,neutral
16,378,-0.4289,negative
14,86,0.5525,positive
18,196,0.6166,positive
12,25,0.0,neutral
11,196,0.354,positive
13,164,0.0,neutral
16,218,-0.5859,negative
14,91,0.2577,positive
12,279,0.4648,positive
11,25,0.3016,positive
14,55,0.0,neutral
15,36,0.8914,positive
16,213,-0.3164,negative
16,96,0.0,neutral
12,23,-0.2885,negative
21,305,0.0772,positive
17,277,-0.7804,negative
7,64,-0.5319,negative
16,26,-0.802,negative
18,64,-0.8636,negative
14,316,0.0,neutral
9,20,-0.8029,negative
14,239,0.7783,positive
21,1276,-0.6166,negative
13,23,-0.3182,negative
10,98,0.4404,positive
17,324,-0.4019,negative
11,226,0.3182,positive
18,43,0.2481,positive
13,246,0.6114,positive
17,301,-0.1429,negative
17,60,0.5319,positive
11,107,-0.516,negative
8,6,0.1759,positive
18,351,-0.8271,negative
20,14,0.3954,positive
14,584,-0.1984,negative
20,491,-0.68,negative
15,74,0.4723,positive
13,72,-0.8647,negative
14,17,-0.7525,negative
19,110,0.0,neutral
19,218,-0.561,negative
15,82,0.8462,positive
10,34,-0.25,negative
20,220,0.4753,positive
19,202,-0.4278,negative
15,17,0.4404,positive
16,205,-0.69,negative
18,65,0.4137,positive
15,173,-0.4084,negative
15,165,-0.296,negative
24,289,-0.6037,negative
16,399,0.4404,positive
12,260,0.0,neutral
18,34,-0.2942,negative
18,395,0.0,neutral
12,208,-0.765,negative
14,228,0.2323,positive
15,505,0.0,neutral
19,507,0.0,neutral
14,5399,0.4926,positive
16,83,0.8713,positive
18,102,0.0,neutral
20,445,0.8327,positive
16,595,0.2732,positive
24,152,-0.3818,negative
16,286,0.0,neutral
16,184,-0.8769,negative
20,239,0.1613,positive
26,732,0.1431,positive
23,995,-0.2808,negative
21,201,0.1531,positive
32,627,0.7554,positive
23,646,-0.481,negative
9,8,-0.9049,negative
7,139,-0.4404,negative
26,588,-0.7096,negative
13,29,0.0,neutral
18,1163,-0.3219,negative
22,125,0.2263,positive
12,151,0.9087,positive
11,528,0.0,neutral
17,358,-0.6514,negative
16,21,0.8567,positive
20,777,-0.8602,negative
15,101,0.7861,positive
24,336,0.3818,positive
19,569,-0.9641,negative
10,371,-0.1531,negative
20,307,0.2869,positive
15,48,0.2225,positive
10,64,0.5743,positive
18,199,0.4648,positive
11,378,0.2714,positive
14,336,-0.6329,negative
10,30,0.4588,positive
6,5,0.0,neutral
11,6,0.0772,positive
11,321,0.1531,positive
16,57,0.186,positive
11,273,0.2732,positive
14,24,-0.2263,negative
14,382,0.5267,positive
13,32,0.0,neutral
16,13,0.3802,positive
12,214,0.0,neutral
12,8,-0.5707,negative
7,269,0.6145,positive
7,82,-0.4824,negative
17,38,0.4374,positive
10,28,0.5106,positive
13,211,-0.184,negative
12,187,0.8283,positive
21,216,0.4404,positive
12,69,-0.6249,negative
15,160,-0.2732,negative
16,40,-0.5719,negative
14,32,0.4404,positive
12,20,-0.5989,negative
29,174,-0.3612,negative
9,30,-0.7804,negative
12,27,0.4069,positive
15,240,0.0,neutral
14,25,-0.7983,negative
21,150,-0.9376,negative
15,177,0.3164,positive
37,544,-0.8918,negative
24,105,-0.8971,negative
20,125,0.4003,positive
13,186,-0.4588,negative
9,389,-0.4588,negative
15,335,0.0,neutral
21,107,0.2808,positive
18,26,0.3182,positive
18,55,0.4278,positive
14,18,0.7263,positive
14,559,-0.5319,negative
11,9,-0.5719,negative
9,79,0.4939,positive
13,44,-0.2942,negative
10,148,0.837,positive
10,74,-0.7689,negative
17,250,0.1363,positive
16,208,0.5411,positive
25,274,-0.6696,negative
21,180,-0.4574,negative
10,20,0.0,neutral
20,752,0.6705,positive
16,272,0.6249,positive
14,661,0.6114,positive
12,198,-0.0772,negative
16,521,0.5893,positive
12,74,0.0,neutral
7,78,0.0,neutral
12,89,-0.126,negative
10,201,0.0,neutral
19,182,0.347,positive
10,93,-0.5525,negative
12,467,-0.89,negative
17,176,0.0,neutral
13,186,-0.6841,negative
11,11,0.0,neutral
14,326,0.5859,positive
16,62,0.729,positive
12,28,0.8838,positive
9,4,0.0,neutral
15,24,0.8674,positive
12,17,0.705,positive
13,331,-0.3254,negative
13,8,0.6124,positive
12,22,0.0,neutral
12,40,0.8478,positive
14,229,0.4767,positive
11,22,0.3802,positive
13,0,0.0,neutral
13,66,0.2422,positive
12,249,-0.5461,negative
24,233,-0.7739,negative
11,34,-0.2023,negative
15,25,0.0,neutral
17,46,0.4215,positive
10,31,0.5622,positive
15,47,0.7088,positive
12,79,-0.5994,negative
21,359,-0.6321,negative
18,22,-0.7824,negative
9,25,0.4215,positive
10,32,-0.6514,negative
13,55,0.8531,positive
30,6,-0.7916,negative
19,498,-0.0516,negative
33,194,-0.0772,negative
11,194,-0.5473,negative
24,506,-0.876,negative
12,58,-0.4404,negative
12,428,0.1779,positive
17,68,0.0,neutral
15,387,-0.8842,negative
11,108,0.0,neutral
11,39,0.7456,positive
10,114,-0.34,negative
8,143,-0.8168,negative
12,320,-0.1779,negative
19,565,0.4574,positive
23,1642,-0.8926,negative
13,84,0.3818,positive
17,7,0.6408,positive
15,674,0.0258,neutral
10,25,-0.1531,negative
16,339,-0.9451,negative
20,109,0.7597,positive
26,491,0.2638,positive
15,251,0.0,neutral
17,922,-0.34,negative
16,244,0.0,neutral
16,206,0.4939,positive
12,516,0.0,neutral
15,689,0.6369,positive
25,393,0.3989,positive
16,609,-0.6408,negative
29,614,0.4019,positive
17,840,-0.6808,negative
20,236,0.0,neutral
19,258,0.0,neutral
24,213,0.3612,positive
21,1992,0.5859,positive
27,105,-0.8902,negative
23,874,-0.794,negative
18,551,-0.9349,negative
23,242,-0.6705,negative
16,615,-0.6731,negative
16,589,0.3595,positive
14,216,0.25,positive
12,331,0.0,neutral
27,502,-0.6653,negative
10,6,0.1739,positive
21,1248,-0.7125,negative
14,324,-0.8816,negative
11,256,-0.7118,negative
21,297,0.3818,positive
19,778,-0.8091,negative
21,427,0.0,neutral
12,19,0.3164,positive
12,137,-0.2481,negative
16,1013,0.4404,positive
15,615,0.8579,positive
13,334,0.4824,positive
13,503,-0.7598,negative
13,239,-0.8155,negative
10,757,-0.8579,negative
17,11,-0.7644,negative
26,270,-0.2023,negative
30,499,-0.9251,negative
20,615,-0.128,negative
24,1005,-0.8415,negative
